Station,Fietsen,Datumtijd
Meppel,16.0,2022-10-24 14:25:05.996715+02:00
Middelburg,15.0,2022-10-24 14:25:05.996715+02:00
Muiden P&R,3.0,2022-10-24 14:25:05.996715+02:00
Naarden-Bussum,14.0,2022-10-24 14:25:05.996715+02:00
Nijmegen,253.0,2022-10-24 14:25:05.996715+02:00
Nijmegen Goffert,,2022-10-24 14:25:05.996715+02:00
Nijmegen Heyendaal,1.0,2022-10-24 14:25:05.996715+02:00
Nootdorp,3.0,2022-10-24 14:25:05.996715+02:00
Nunspeet,2.0,2022-10-24 14:25:05.996715+02:00
Obdam,1.0,2022-10-24 14:25:05.996715+02:00
Oisterwijk,3.0,2022-10-24 14:25:05.996715+02:00
Oldenzaal,,2022-10-24 14:25:05.996715+02:00
Olst,3.0,2022-10-24 14:25:05.996715+02:00
Ommen,5.0,2022-10-24 14:25:05.996715+02:00
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,9.0,2022-10-24 14:25:05.996715+02:00
Oss,4.0,2022-10-24 14:25:05.996715+02:00
Oss West,6.0,2022-10-24 14:25:05.996715+02:00
Otterlo,19.0,2022-10-24 14:25:05.996715+02:00
Oudenbosch,8.0,2022-10-24 14:25:05.996715+02:00
OV-ebike Driebergen-Zeist,23.0,2022-10-24 14:25:05.996715+02:00
OV-fiets - Maastricht,132.0,2022-10-24 14:25:05.996715+02:00
Overveen,2.0,2022-10-24 14:25:05.996715+02:00
P + R Utrecht Science Park (De Uithof),8.0,2022-10-24 14:25:05.996715+02:00
Pijnacker,1.0,2022-10-24 14:25:05.996715+02:00
Pijnacker Zuid,3.0,2022-10-24 14:25:05.996715+02:00
Purmerend,,2022-10-24 14:25:05.996715+02:00
Purmerend Overwhere,,2022-10-24 14:25:05.996715+02:00
Putten,4.0,2022-10-24 14:25:05.996715+02:00
Raalte,2.0,2022-10-24 14:25:05.996715+02:00
Ravenstein,6.0,2022-10-24 14:25:05.996715+02:00
Reuver,4.0,2022-10-24 14:25:05.996715+02:00
Rheden,5.0,2022-10-24 14:25:05.996715+02:00
Rhenen,2.0,2022-10-24 14:25:05.996715+02:00
Rijssen,4.0,2022-10-24 14:25:05.996715+02:00
Rijswijk,23.0,2022-10-24 14:25:05.996715+02:00
Roermond,52.0,2022-10-24 14:25:05.996715+02:00
Roosendaal,28.0,2022-10-24 14:25:05.996715+02:00
Rosmalen,,2022-10-24 14:25:05.996715+02:00
Rotterdam Alexander,,2022-10-24 14:25:05.996715+02:00
Rotterdam Blaak,5.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Centraal,333.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Fietspunt Marconiplein,5.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Fietspunt Wilhelminakade Prinsendam,6.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Kralingse Zoom,2.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Lombardijen,4.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Slinge,4.0,2022-10-24 14:25:05.996715+02:00
s-Hertogenbosch,25.0,2022-10-24 14:25:05.996715+02:00
Santpoort Noord,7.0,2022-10-24 14:25:05.996715+02:00
Santpoort Zuid,7.0,2022-10-24 14:25:05.996715+02:00
Schagen,10.0,2022-10-24 14:25:05.996715+02:00
Schiedam,14.0,2022-10-24 14:25:05.996715+02:00
Schiphol,,2022-10-24 14:25:05.996715+02:00
Sittard,12.0,2022-10-24 14:25:05.996715+02:00
Sleeuwijk Tol West,3.0,2022-10-24 14:25:05.996715+02:00
Sliedrecht,2.0,2022-10-24 14:25:05.996715+02:00
Sneek,1.0,2022-10-24 14:25:05.996715+02:00
Soest Zuid,3.0,2022-10-24 14:25:05.996715+02:00
Soestdijk,3.0,2022-10-24 14:25:05.996715+02:00
Steenwijk,8.0,2022-10-24 14:25:05.996715+02:00
Terborg,5.0,2022-10-24 14:25:05.996715+02:00
Tiel,16.0,2022-10-24 14:25:05.996715+02:00
Tilburg Noord,24.0,2022-10-24 14:25:05.996715+02:00
Tilburg Reeshof,2.0,2022-10-24 14:25:05.996715+02:00
Tilburg West Universiteit,6.0,2022-10-24 14:25:05.996715+02:00
Tilburg Zuid,105.0,2022-10-24 14:25:05.996715+02:00
Uden,3.0,2022-10-24 14:25:05.996715+02:00
Uitgeest,7.0,2022-10-24 14:25:05.996715+02:00
Utrecht Centraal Jaarbeursplein,122.0,2022-10-24 14:25:05.996715+02:00
Utrecht Centraal Knoop,40.0,2022-10-24 14:25:05.996715+02:00
Utrecht Centraal Stationsplein,475.0,2022-10-24 14:25:05.996715+02:00
Utrecht Janskerkhof,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Leidsche Rijn,2.0,2022-10-24 14:25:05.996715+02:00
Utrecht Lunetten,,2022-10-24 14:25:05.996715+02:00
Utrecht Mariaplaats,9.0,2022-10-24 14:25:05.996715+02:00
Utrecht Overvecht,8.0,2022-10-24 14:25:05.996715+02:00
Utrecht P+R Papendorp,4.0,2022-10-24 14:25:05.996715+02:00
Utrecht P+R Westraven,11.0,2022-10-24 14:25:05.996715+02:00
Utrecht Rijnsweerd,8.0,2022-10-24 14:25:05.996715+02:00
Utrecht Stadhuis,7.0,2022-10-24 14:25:05.996715+02:00
Utrecht Terwijde,2.0,2022-10-24 14:25:05.996715+02:00
Utrecht Vaartsche Rijn Oosterkade,61.0,2022-10-24 14:25:05.996715+02:00
Utrecht Vredenburg,4.0,2022-10-24 14:25:05.996715+02:00
Utrecht Zuilen,12.0,2022-10-24 14:25:05.996715+02:00
Valkenburg,4.0,2022-10-24 14:25:05.996715+02:00
Varsseveld,4.0,2022-10-24 14:25:05.996715+02:00
Veendam,4.0,2022-10-24 14:25:05.996715+02:00
Veenendaal West,5.0,2022-10-24 14:25:05.996715+02:00
Veenendaal-De klomp,12.0,2022-10-24 14:25:05.996715+02:00
Veghel,5.0,2022-10-24 14:25:05.996715+02:00
Velp,2.0,2022-10-24 14:25:05.996715+02:00
Venlo,16.0,2022-10-24 14:25:05.996715+02:00
Venray,18.0,2022-10-24 14:25:05.996715+02:00
Vianen OV-fiets Carrousel,23.0,2022-10-24 14:25:05.996715+02:00
Vierlingsbeek,4.0,2022-10-24 14:25:05.996715+02:00
Vleuten,1.0,2022-10-24 14:25:05.996715+02:00
Vlissingen,20.0,2022-10-24 14:25:05.996715+02:00
Voorburg,24.0,2022-10-24 14:25:05.996715+02:00
Voorhout,1.0,2022-10-24 14:25:05.996715+02:00
Voorschoten,1.0,2022-10-24 14:25:05.996715+02:00
Vriezenveen,4.0,2022-10-24 14:25:05.996715+02:00
Vroomshoop,2.0,2022-10-24 14:25:05.996715+02:00
Vught,7.0,2022-10-24 14:25:05.996715+02:00
Waalwijk,7.0,2022-10-24 14:25:05.996715+02:00
Weert,2.0,2022-10-24 14:25:05.996715+02:00
Weesp,22.0,2022-10-24 14:25:05.996715+02:00
Westervoort,,2022-10-24 14:25:05.996715+02:00
Wijchen,1.0,2022-10-24 14:25:05.996715+02:00
Wijhe,3.0,2022-10-24 14:25:05.996715+02:00
Winschoten,6.0,2022-10-24 14:25:05.996715+02:00
Winsum,4.0,2022-10-24 14:25:05.996715+02:00
Winterswijk,2.0,2022-10-24 14:25:05.996715+02:00
Woerden,15.0,2022-10-24 14:25:05.996715+02:00
Wolfheze,4.0,2022-10-24 14:25:05.996715+02:00
Zaandam,16.0,2022-10-24 14:25:05.996715+02:00
Zaltbommel,14.0,2022-10-24 14:25:05.996715+02:00
Zandvoort,14.0,2022-10-24 14:25:05.996715+02:00
Zeist,23.0,2022-10-24 14:25:05.996715+02:00
Zevenaar,3.0,2022-10-24 14:25:05.996715+02:00
Zevenbergen,3.0,2022-10-24 14:25:05.996715+02:00
Zoetermeer Centrum West,19.0,2022-10-24 14:25:05.996715+02:00
Zoetermeer Driemanspolder,12.0,2022-10-24 14:25:05.996715+02:00
Zoetermeer Oost,3.0,2022-10-24 14:25:05.996715+02:00
Zuidhorn,7.0,2022-10-24 14:25:05.996715+02:00
Zutphen,53.0,2022-10-24 14:25:05.996715+02:00
Zwijndrecht,22.0,2022-10-24 14:25:05.996715+02:00
Zwolle,87.0,2022-10-24 14:25:05.996715+02:00
Zwolle Hanzeland/Zuidzijde,12.0,2022-10-24 14:25:05.996715+02:00
Arnhem Centraal,1.0,2022-10-24 14:25:05.996715+02:00
Almere Centrum,2.0,2022-10-24 14:25:05.996715+02:00
Amersfoort Centraal,2.0,2022-10-24 14:25:05.996715+02:00
Amersfoort Schothorst,1.0,2022-10-24 14:25:05.996715+02:00
Almelo,1.0,2022-10-24 14:25:05.996715+02:00
Alkmaar,1.0,2022-10-24 14:25:05.996715+02:00
Alkmaar Noord,1.0,2022-10-24 14:25:05.996715+02:00
Anna Paulowna,1.0,2022-10-24 14:25:05.996715+02:00
Apeldoorn,1.0,2022-10-24 14:25:05.996715+02:00
Appingedam,1.0,2022-10-24 14:25:05.996715+02:00
Alphen a/d Rijn,1.0,2022-10-24 14:25:05.996715+02:00
Amsterdam Amstel,1.0,2022-10-24 14:25:05.996715+02:00
Amsterdam Bijlmer ArenA,1.0,2022-10-24 14:25:05.996715+02:00
Amsterdam Centraal,3.0,2022-10-24 14:25:05.996715+02:00
Amsterdam Lelylaan,1.0,2022-10-24 14:25:05.996715+02:00
Amsterdam Muiderpoort,1.0,2022-10-24 14:25:05.996715+02:00
Amsterdam Zuid,2.0,2022-10-24 14:25:05.996715+02:00
Assen,1.0,2022-10-24 14:25:05.996715+02:00
Amsterdam Sloterdijk,1.0,2022-10-24 14:25:05.996715+02:00
Aalten,1.0,2022-10-24 14:25:05.996715+02:00
Amersfoort Vathorst,1.0,2022-10-24 14:25:05.996715+02:00
Breda,2.0,2022-10-24 14:25:05.996715+02:00
Bodegraven,1.0,2022-10-24 14:25:05.996715+02:00
Breda-Prinsenbeek,1.0,2022-10-24 14:25:05.996715+02:00
Best,1.0,2022-10-24 14:25:05.996715+02:00
Bergen op Zoom,1.0,2022-10-24 14:25:05.996715+02:00
Bilthoven,1.0,2022-10-24 14:25:05.996715+02:00
Bovenkarspel-Grootebroek,1.0,2022-10-24 14:25:05.996715+02:00
Breukelen,1.0,2022-10-24 14:25:05.996715+02:00
Beilen,1.0,2022-10-24 14:25:05.996715+02:00
Bloemendaal,1.0,2022-10-24 14:25:05.996715+02:00
Brummen,1.0,2022-10-24 14:25:05.996715+02:00
Boxmeer,1.0,2022-10-24 14:25:05.996715+02:00
Borne,1.0,2022-10-24 14:25:05.996715+02:00
Barneveld Centrum,1.0,2022-10-24 14:25:05.996715+02:00
Bunnik,1.0,2022-10-24 14:25:05.996715+02:00
Barneveld Noord,1.0,2022-10-24 14:25:05.996715+02:00
Barendrecht,1.0,2022-10-24 14:25:05.996715+02:00
Baarn,1.0,2022-10-24 14:25:05.996715+02:00
Beesd,1.0,2022-10-24 14:25:05.996715+02:00
Boskoop,1.0,2022-10-24 14:25:05.996715+02:00
Bussum Zuid,1.0,2022-10-24 14:25:05.996715+02:00
Boxtel,2.0,2022-10-24 14:25:05.996715+02:00
Beverwijk,1.0,2022-10-24 14:25:05.996715+02:00
Castricum,1.0,2022-10-24 14:25:05.996715+02:00
Cuijk,1.0,2022-10-24 14:25:05.996715+02:00
Culemborg,1.0,2022-10-24 14:25:05.996715+02:00
Driebergen-Zeist,2.0,2022-10-24 14:25:05.996715+02:00
Delden,1.0,2022-10-24 14:25:05.996715+02:00
Dordrecht,1.0,2022-10-24 14:25:05.996715+02:00
Didam,1.0,2022-10-24 14:25:05.996715+02:00
Dalfsen,1.0,2022-10-24 14:25:05.996715+02:00
Den Dolder,1.0,2022-10-24 14:25:05.996715+02:00
Diemen,1.0,2022-10-24 14:25:05.996715+02:00
Diemen Zuid,1.0,2022-10-24 14:25:05.996715+02:00
Deurne,1.0,2022-10-24 14:25:05.996715+02:00
Dieren,1.0,2022-10-24 14:25:05.996715+02:00
Driehuis,1.0,2022-10-24 14:25:05.996715+02:00
Dronten,1.0,2022-10-24 14:25:05.996715+02:00
Delft,1.0,2022-10-24 14:25:05.996715+02:00
Doetinchem,1.0,2022-10-24 14:25:05.996715+02:00
Doetinchem De Huet,1.0,2022-10-24 14:25:05.996715+02:00
Deventer,2.0,2022-10-24 14:25:05.996715+02:00
Duivendrecht,1.0,2022-10-24 14:25:05.996715+02:00
Duiven,1.0,2022-10-24 14:25:05.996715+02:00
De Vink,1.0,2022-10-24 14:25:05.996715+02:00
Delfzijl,1.0,2022-10-24 14:25:05.996715+02:00
Echt,1.0,2022-10-24 14:25:05.996715+02:00
Ede-Wageningen,2.0,2022-10-24 14:25:05.996715+02:00
Eindhoven Strijp-S,1.0,2022-10-24 14:25:05.996715+02:00
Eindhoven Centraal,2.0,2022-10-24 14:25:05.996715+02:00
Enkhuizen,1.0,2022-10-24 14:25:05.996715+02:00
Ermelo,1.0,2022-10-24 14:25:05.996715+02:00
Emmen,1.0,2022-10-24 14:25:05.996715+02:00
Enschede,1.0,2022-10-24 14:25:05.996715+02:00
Elst,1.0,2022-10-24 14:25:05.996715+02:00
Etten-Leur,1.0,2022-10-24 14:25:05.996715+02:00
Gouda,1.0,2022-10-24 14:25:05.996715+02:00
Gouda Goverwelle,1.0,2022-10-24 14:25:05.996715+02:00
Geldermalsen,1.0,2022-10-24 14:25:05.996715+02:00
Groningen Europapark,1.0,2022-10-24 14:25:05.996715+02:00
Groningen,4.0,2022-10-24 14:25:05.996715+02:00
Groningen Noord,1.0,2022-10-24 14:25:05.996715+02:00
Goor,1.0,2022-10-24 14:25:05.996715+02:00
Geldrop,1.0,2022-10-24 14:25:05.996715+02:00
Gorinchem,1.0,2022-10-24 14:25:05.996715+02:00
Goes,1.0,2022-10-24 14:25:05.996715+02:00
Den Haag HS,1.0,2022-10-24 14:25:05.996715+02:00
Den Haag Centraal,2.0,2022-10-24 14:25:05.996715+02:00
Den Haag Mariahoeve,1.0,2022-10-24 14:25:05.996715+02:00
Gilze-Rijen,1.0,2022-10-24 14:25:05.996715+02:00
Heemstede-Aerdenhout,1.0,2022-10-24 14:25:05.996715+02:00
Harderwijk,1.0,2022-10-24 14:25:05.996715+02:00
Hardenberg,1.0,2022-10-24 14:25:05.996715+02:00
't Harde,1.0,2022-10-24 14:25:05.996715+02:00
Den Helder,1.0,2022-10-24 14:25:05.996715+02:00
Den Helder Zuid,1.0,2022-10-24 14:25:05.996715+02:00
Hoofddorp,1.0,2022-10-24 14:25:05.996715+02:00
Hengelo,1.0,2022-10-24 14:25:05.996715+02:00
Hengelo Gezondheidspark,1.0,2022-10-24 14:25:05.996715+02:00
Hoogeveen,1.0,2022-10-24 14:25:05.996715+02:00
Hoogezand-Sappemeer,1.0,2022-10-24 14:25:05.996715+02:00
Hillegom,1.0,2022-10-24 14:25:05.996715+02:00
Heemskerk,1.0,2022-10-24 14:25:05.996715+02:00
Hoogkarspel,1.0,2022-10-24 14:25:05.996715+02:00
Haarlem,1.0,2022-10-24 14:25:05.996715+02:00
Haarlem Spaarnwoude,1.0,2022-10-24 14:25:05.996715+02:00
Heiloo,1.0,2022-10-24 14:25:05.996715+02:00
Helmond,1.0,2022-10-24 14:25:05.996715+02:00
Helmond Brouwhuis,1.0,2022-10-24 14:25:05.996715+02:00
Helmond Brandevoort,1.0,2022-10-24 14:25:05.996715+02:00
Helmond 't Hout,1.0,2022-10-24 14:25:05.996715+02:00
Hoorn,1.0,2022-10-24 14:25:05.996715+02:00
Hoorn Kersenboogerd,1.0,2022-10-24 14:25:05.996715+02:00
Holten,1.0,2022-10-24 14:25:05.996715+02:00
Hollandsche Rading,1.0,2022-10-24 14:25:05.996715+02:00
Heerenveen,1.0,2022-10-24 14:25:05.996715+02:00
Heerlen,1.0,2022-10-24 14:25:05.996715+02:00
Haren,1.0,2022-10-24 14:25:05.996715+02:00
Horst-Sevenum,1.0,2022-10-24 14:25:05.996715+02:00
's-Hertogenbosch,1.0,2022-10-24 14:25:05.996715+02:00
Houten,1.0,2022-10-24 14:25:05.996715+02:00
Houten Castellum,1.0,2022-10-24 14:25:05.996715+02:00
's-Hertogenbosch Oost,1.0,2022-10-24 14:25:05.996715+02:00
Hilversum,1.0,2022-10-24 14:25:05.996715+02:00
Hilversum Sportpark,1.0,2022-10-24 14:25:05.996715+02:00
Heerhugowaard,1.0,2022-10-24 14:25:05.996715+02:00
Halfweg-Zwanenburg,1.0,2022-10-24 14:25:05.996715+02:00
Heeze,1.0,2022-10-24 14:25:05.996715+02:00
Veenendaal-De Klomp,1.0,2022-10-24 14:25:05.996715+02:00
Krommenie-Assendelft,1.0,2022-10-24 14:25:05.996715+02:00
Kampen,1.0,2022-10-24 14:25:05.996715+02:00
Kerkrade Centrum,1.0,2022-10-24 14:25:05.996715+02:00
Den Haag Laan v NOI,1.0,2022-10-24 14:25:05.996715+02:00
Lochem,1.0,2022-10-24 14:25:05.996715+02:00
Leiden Centraal,2.0,2022-10-24 14:25:05.996715+02:00
Landgraaf,1.0,2022-10-24 14:25:05.996715+02:00
Lelystad Centrum,1.0,2022-10-24 14:25:05.996715+02:00
Leeuwarden,1.0,2022-10-24 14:25:05.996715+02:00
Maarssen,1.0,2022-10-24 14:25:05.996715+02:00
Middelburg,1.0,2022-10-24 14:25:05.996715+02:00
Meerssen,1.0,2022-10-24 14:25:05.996715+02:00
Meppel,1.0,2022-10-24 14:25:05.996715+02:00
Maastricht,1.0,2022-10-24 14:25:05.996715+02:00
Maastricht Noord,1.0,2022-10-24 14:25:05.996715+02:00
Maastricht Randwyck,1.0,2022-10-24 14:25:05.996715+02:00
Maarheeze,1.0,2022-10-24 14:25:05.996715+02:00
Naarden-Bussum,1.0,2022-10-24 14:25:05.996715+02:00
Nijmegen,1.0,2022-10-24 14:25:05.996715+02:00
Nijmegen Goffert,1.0,2022-10-24 14:25:05.996715+02:00
Nijmegen Heyendaal,1.0,2022-10-24 14:25:05.996715+02:00
Nunspeet,1.0,2022-10-24 14:25:05.996715+02:00
Nijverdal,1.0,2022-10-24 14:25:05.996715+02:00
Oss,1.0,2022-10-24 14:25:05.996715+02:00
Obdam,1.0,2022-10-24 14:25:05.996715+02:00
Oudenbosch,1.0,2022-10-24 14:25:05.996715+02:00
Oldenzaal,1.0,2022-10-24 14:25:05.996715+02:00
Ommen,1.0,2022-10-24 14:25:05.996715+02:00
Olst,1.0,2022-10-24 14:25:05.996715+02:00
Oisterwijk,1.0,2022-10-24 14:25:05.996715+02:00
Overveen,1.0,2022-10-24 14:25:05.996715+02:00
Oss West,1.0,2022-10-24 14:25:05.996715+02:00
Purmerend Overwhere,1.0,2022-10-24 14:25:05.996715+02:00
Purmerend,1.0,2022-10-24 14:25:05.996715+02:00
Putten,1.0,2022-10-24 14:25:05.996715+02:00
Amsterdam RAI,1.0,2022-10-24 14:25:05.996715+02:00
Raalte,1.0,2022-10-24 14:25:05.996715+02:00
Rheden,1.0,2022-10-24 14:25:05.996715+02:00
Rhenen,1.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Lombardijen,1.0,2022-10-24 14:25:05.996715+02:00
Roermond,1.0,2022-10-24 14:25:05.996715+02:00
Rosmalen,1.0,2022-10-24 14:25:05.996715+02:00
Roosendaal,1.0,2022-10-24 14:25:05.996715+02:00
Rijssen,1.0,2022-10-24 14:25:05.996715+02:00
Rijswijk,1.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Alexander,2.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Blaak,1.0,2022-10-24 14:25:05.996715+02:00
Rotterdam Centraal,1.0,2022-10-24 14:25:05.996715+02:00
Reuver,1.0,2022-10-24 14:25:05.996715+02:00
Ravenstein,1.0,2022-10-24 14:25:05.996715+02:00
Soestdijk,1.0,2022-10-24 14:25:05.996715+02:00
Schiedam Centrum,1.0,2022-10-24 14:25:05.996715+02:00
Sliedrecht,1.0,2022-10-24 14:25:05.996715+02:00
Schagen,1.0,2022-10-24 14:25:05.996715+02:00
Schiphol Airport,1.0,2022-10-24 14:25:05.996715+02:00
Sneek,1.0,2022-10-24 14:25:05.996715+02:00
Santpoort Noord,1.0,2022-10-24 14:25:05.996715+02:00
Santpoort Zuid,1.0,2022-10-24 14:25:05.996715+02:00
Sittard,1.0,2022-10-24 14:25:05.996715+02:00
Soest Zuid,1.0,2022-10-24 14:25:05.996715+02:00
Steenwijk,1.0,2022-10-24 14:25:05.996715+02:00
Tilburg,2.0,2022-10-24 14:25:05.996715+02:00
Terborg,1.0,2022-10-24 14:25:05.996715+02:00
Tilburg Reeshof,1.0,2022-10-24 14:25:05.996715+02:00
Tilburg Universiteit,1.0,2022-10-24 14:25:05.996715+02:00
Tiel,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Centraal,3.0,2022-10-24 14:25:05.996715+02:00
Uitgeest,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Lunetten,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Leidsche Rijn,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Overvecht,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Terwijde,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Vaartsche Rijn,1.0,2022-10-24 14:25:05.996715+02:00
Utrecht Zuilen,1.0,2022-10-24 14:25:05.996715+02:00
Voorburg,1.0,2022-10-24 14:25:05.996715+02:00
Veendam,1.0,2022-10-24 14:25:05.996715+02:00
Vught,1.0,2022-10-24 14:25:05.996715+02:00
Voorhout,1.0,2022-10-24 14:25:05.996715+02:00
Vroomshoop,1.0,2022-10-24 14:25:05.996715+02:00
Valkenburg,1.0,2022-10-24 14:25:05.996715+02:00
Venlo,1.0,2022-10-24 14:25:05.996715+02:00
Vierlingsbeek,1.0,2022-10-24 14:25:05.996715+02:00
Veenendaal West,1.0,2022-10-24 14:25:05.996715+02:00
Velp,1.0,2022-10-24 14:25:05.996715+02:00
Venray,1.0,2022-10-24 14:25:05.996715+02:00
Vlissingen,1.0,2022-10-24 14:25:05.996715+02:00
Voorschoten,1.0,2022-10-24 14:25:05.996715+02:00
Varsseveld,1.0,2022-10-24 14:25:05.996715+02:00
Vleuten,1.0,2022-10-24 14:25:05.996715+02:00
Vriezenveen,1.0,2022-10-24 14:25:05.996715+02:00
Wijchen,1.0,2022-10-24 14:25:05.996715+02:00
Woerden,1.0,2022-10-24 14:25:05.996715+02:00
Wolfheze,1.0,2022-10-24 14:25:05.996715+02:00
Wijhe,1.0,2022-10-24 14:25:05.996715+02:00
Weesp,2.0,2022-10-24 14:25:05.996715+02:00
Winschoten,1.0,2022-10-24 14:25:05.996715+02:00
Winsum,1.0,2022-10-24 14:25:05.996715+02:00
Weert,1.0,2022-10-24 14:25:05.996715+02:00
Westervoort,1.0,2022-10-24 14:25:05.996715+02:00
Winterswijk,1.0,2022-10-24 14:25:05.996715+02:00
Zaltbommel,1.0,2022-10-24 14:25:05.996715+02:00
Zaandam,1.0,2022-10-24 14:25:05.996715+02:00
Zuidhorn,1.0,2022-10-24 14:25:05.996715+02:00
Zwolle,2.0,2022-10-24 14:25:05.996715+02:00
Lage Zwaluwe,1.0,2022-10-24 14:25:05.996715+02:00
Zutphen,1.0,2022-10-24 14:25:05.996715+02:00
Zoetermeer,2.0,2022-10-24 14:25:05.996715+02:00
Zoetermeer Oost,1.0,2022-10-24 14:25:05.996715+02:00
Zevenaar,1.0,2022-10-24 14:25:05.996715+02:00
Zevenbergen,1.0,2022-10-24 14:25:05.996715+02:00
Zandvoort aan Zee,1.0,2022-10-24 14:25:05.996715+02:00
Zwijndrecht,1.0,2022-10-24 14:25:05.996715+02:00
's-Hertogenbosch Oost,1.0,2022-10-24 14:40:04.961215+02:00
't Harde,2.0,2022-10-24 14:40:04.961215+02:00
Aalten,3.0,2022-10-24 14:40:04.961215+02:00
Alkmaar,63.0,2022-10-24 14:40:04.961215+02:00
Alkmaar Noord,24.0,2022-10-24 14:40:04.961215+02:00
Almelo,7.0,2022-10-24 14:40:04.961215+02:00
Almere Centrum,,2022-10-24 14:40:04.961215+02:00
Almere Centrum Landdrostdreef,57.0,2022-10-24 14:40:04.961215+02:00
Alphen aan den Rijn,11.0,2022-10-24 14:40:04.961215+02:00
Amersfoort Centraal,86.0,2022-10-24 14:40:04.961215+02:00
Amersfoort Mondriaanplein,32.0,2022-10-24 14:40:04.961215+02:00
Amersfoort Schothorst,7.0,2022-10-24 14:40:04.961215+02:00
Amersfoort Vathorst,1.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Amstel,13.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Bijlmer ArenA,1.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Centraal IJzijde,10.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Centraal Oost,7.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Centraal West,180.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Lelyplein,1.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Muiderpoort,14.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Noord,10.0,2022-10-24 14:40:04.961215+02:00
Amsterdam RAI,19.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Sloterdijk,29.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Zuid Mahlerplein,4.0,2022-10-24 14:40:04.961215+02:00
Amsterdam Zuid Zuidplein,12.0,2022-10-24 14:40:04.961215+02:00
Anna Paulowna,1.0,2022-10-24 14:40:04.961215+02:00
Apeldoorn,123.0,2022-10-24 14:40:04.961215+02:00
Appingedam,,2022-10-24 14:40:04.961215+02:00
Arnhem Centrum,117.0,2022-10-24 14:40:04.961215+02:00
Assen,62.0,2022-10-24 14:40:04.961215+02:00
Baarn,16.0,2022-10-24 14:40:04.961215+02:00
Barendrecht,21.0,2022-10-24 14:40:04.961215+02:00
Barneveld Centrum,,2022-10-24 14:40:04.961215+02:00
Barneveld Noord,2.0,2022-10-24 14:40:04.961215+02:00
Beesd,4.0,2022-10-24 14:40:04.961215+02:00
Beilen,16.0,2022-10-24 14:40:04.961215+02:00
Bergen op Zoom,18.0,2022-10-24 14:40:04.961215+02:00
Best,18.0,2022-10-24 14:40:04.961215+02:00
Beverwijk,18.0,2022-10-24 14:40:04.961215+02:00
Bilthoven,3.0,2022-10-24 14:40:04.961215+02:00
Bloemendaal,3.0,2022-10-24 14:40:04.961215+02:00
Bodegraven,6.0,2022-10-24 14:40:04.961215+02:00
Borne,4.0,2022-10-24 14:40:04.961215+02:00
Boskoop,1.0,2022-10-24 14:40:04.961215+02:00
Bovenkarspel-Grootebroek,2.0,2022-10-24 14:40:04.961215+02:00
Boxmeer,10.0,2022-10-24 14:40:04.961215+02:00
Boxtel,15.0,2022-10-24 14:40:04.961215+02:00
Boxtel - Kluis,8.0,2022-10-24 14:40:04.961215+02:00
Breda Belcrum,138.0,2022-10-24 14:40:04.961215+02:00
Breda Centrum,69.0,2022-10-24 14:40:04.961215+02:00
Breda Prinsenbeek,,2022-10-24 14:40:04.961215+02:00
Breukelen,5.0,2022-10-24 14:40:04.961215+02:00
Brummen,2.0,2022-10-24 14:40:04.961215+02:00
Bunnik,14.0,2022-10-24 14:40:04.961215+02:00
Bussum Zuid,3.0,2022-10-24 14:40:04.961215+02:00
Castricum,40.0,2022-10-24 14:40:04.961215+02:00
Cuijk,11.0,2022-10-24 14:40:04.961215+02:00
Culemborg,12.0,2022-10-24 14:40:04.961215+02:00
Dalfsen,1.0,2022-10-24 14:40:04.961215+02:00
Delden,4.0,2022-10-24 14:40:04.961215+02:00
"Delft, Fietsenstalling",30.0,2022-10-24 14:40:04.961215+02:00
Delfzijl,1.0,2022-10-24 14:40:04.961215+02:00
Den Dolder,,2022-10-24 14:40:04.961215+02:00
